Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min
1712,342.0,0.0,2000.0,2.0,1000.0,1712000.0,0.09999999999999999,,,0.0,3485.8560502529144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,342.0,0.0,3000.0,3.0,1000.0,1713000.0,0.09999999999999999,185.75113271261557,185.75113271261557,0.0,3486.9591109752655,626.7859216122553,626.7859216122553,0.0,,,,,,,,,,,,,16.1804991532,7.27418184165,32.1804798217,-6.28567051317,,,,,,,,,,,,,,,,,,,,,,,,
1714,342.0,0.0,4000.0,4.0,1000.0,1714000.0,0.09999999999999999,,,0.0,3489.009758234024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,342.0,0.0,5000.0,5.0,1000.0,1715000.0,0.09999999999999999,-460.0659787614454,-460.0659787614454,0.0,3490.2552840709686,646.2265540417342,646.2265540417342,0.0,,,,,,,,,,,,,-39.4608631465,11.9592109267,0.123674033906,-80.5414144761,,,,,,,,,,,,,,,,,,,,,,,,
1716,343.0,0.0,1000.0,1.0,1000.0,1716000.0,0.09999999999999999,,,0.0,3494.156763792038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,343.0,0.0,2000.0,2.0,1000.0,1717000.0,0.09999999999999999,201.89405346087827,201.89405346087827,0.0,3495.867285490036,713.8330141790931,713.8330141790931,0.0,,,,,,,,,,,,,16.8912000318,10.813551006,40.6342610582,-9.92120616679,,,,,,,,,,,,,,,,,,,,,,,,
1718,343.0,0.0,3000.0,3.0,1000.0,1718000.0,0.09999999999999999,,,0.0,3499.6445384025574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,343.0,0.0,4000.0,4.0,1000.0,1719000.0,0.09999999999999999,263.06610404340717,263.06610404340717,0.0,3500.7984902858734,733.6717077976009,733.6717077976009,0.0,,,,,,,,,,,,,25.6581839937,11.2051813211,49.7020807504,-0.433529306084,,,,,,,,,,,,,,,,,,,,,,,,
1720,343.0,0.0,5000.0,5.0,1000.0,1720000.0,0.09999999999999999,262.84606830190677,262.84606830190677,0.0,3502.093750476837,,,,,,,,,,,,,,,,24.5353593431,9.79758520489,49.1997842388,1.41106100536,,,,,,,,,,,,,,,,,,,,,,,,
1721,344.0,0.0,1000.0,1.0,1000.0,1721000.0,0.09999999999999999,100.48304938317271,100.48304938317271,0.0,3505.8843052387238,637.9617360871096,637.9617360871096,0.0,,,,,,,,,,,,,11.5245612358,13.0335886413,41.8036569041,-15.1248663545,,,,,,,,,,,,,,,,,,,,,,,,
1722,344.0,0.0,2000.0,2.0,1000.0,1722000.0,0.09999999999999999,,,0.0,3507.9018745422363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,344.0,0.0,3000.0,3.0,1000.0,1723000.0,0.09999999999999999,232.40023336607794,232.40023336607794,0.0,3508.9743118286133,744.9868257056036,744.9868257056036,0.0,,,,,,,,,,,,,20.654532379,13.0026503441,53.9814305481,-9.53202679416,,,,,,,,,,,,,,,,,,,,,,,,
1724,344.0,0.0,4000.0,4.0,1000.0,1724000.0,0.09999999999999999,,,0.0,3510.9739711284637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,344.0,0.0,5000.0,5.0,1000.0,1725000.0,0.09999999999999999,130.90285276212657,130.90285276212657,0.0,3512.044707298279,539.1368366174856,539.1368366174856,0.0,,,,,,,,,,,,,12.498489159,11.5075729152,36.1613381161,-13.8201615108,,,,,,,,,,,,,,,,,,,,,,,,
1726,345.0,0.0,1000.0,1.0,1000.0,1726000.0,0.09999999999999999,,,0.0,3515.596740961075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,345.0,0.0,2000.0,2.0,1000.0,1727000.0,0.09999999999999999,204.7944171025036,204.7944171025036,0.0,3516.668637275696,448.1577182649423,448.1577182649423,0.0,,,,,,,,,,,,,21.2875852642,10.3799136234,43.804549219,-15.9989621587,,,,,,,,,,,,,,,,,,,,,,,,
1728,345.0,0.0,3000.0,3.0,1000.0,1728000.0,0.09999999999999999,,,0.0,3518.674024581909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,345.0,0.0,4000.0,4.0,1000.0,1729000.0,0.09999999999999999,242.0461638979813,242.0461638979813,0.0,3519.7379112243652,454.5327094385705,454.5327094385705,0.0,,,,,,,,,,,,,21.8227127053,7.93147110207,36.1273901763,-2.84209358219,,,,,,,,,,,,,,,,,,,,,,,,
1730,345.0,0.0,5000.0,5.0,1000.0,1730000.0,0.09999999999999999,99.02346025679593,99.02346025679593,0.0,3520.914428472519,,,,,,,,,,,,,,,,13.1692491694,12.3663925152,33.3370755982,-33.9364536023,,,,,,,,,,,,,,,,,,,,,,,,
1731,346.0,0.0,1000.0,1.0,1000.0,1731000.0,0.09999999999999999,149.67852806681023,149.67852806681023,0.0,3524.5554914474487,494.68734289177706,494.68734289177706,0.0,,,,,,,,,,,,,15.8220558514,10.0445449425,43.9605211284,-10.569191828,,,,,,,,,,,,,,,,,,,,,,,,
1732,346.0,0.0,2000.0,2.0,1000.0,1732000.0,0.09999999999999999,,,0.0,3526.802458047867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,346.0,0.0,3000.0,3.0,1000.0,1733000.0,0.09999999999999999,221.0091876363303,221.0091876363303,0.0,3527.9706342220306,595.9092034964511,595.9092034964511,0.0,,,,,,,,,,,,,17.2100958041,10.8834557262,52.601094735,-10.8401635011,,,,,,,,,,,,,,,,,,,,,,,,
1734,346.0,0.0,4000.0,4.0,1000.0,1734000.0,0.09999999999999999,,,0.0,3530.0708260536194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,346.0,0.0,5000.0,5.0,1000.0,1735000.0,0.09999999999999999,184.24129219941076,184.24129219941076,0.0,3531.23885178566,708.9894625739829,708.9894625739829,0.0,,,,,,,,,,,,,16.6659835884,7.18738129318,31.961843142,-2.06528525243,,,,,,,,,,,,,,,,,,,,,,,,
1736,347.0,0.0,1000.0,1.0,1000.0,1736000.0,0.09999999999999999,,,0.0,3535.6629168987274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,347.0,0.0,2000.0,2.0,1000.0,1737000.0,0.09999999999999999,166.38046050438317,166.38046050438317,0.0,3536.774663925171,701.6429573312979,701.6429573312979,0.0,,,,,,,,,,,,,15.8155031607,7.37861903455,34.6733521236,-1.30166624321,,,,,,,,,,,,,,,,,,,,,,,,
1738,347.0,0.0,3000.0,3.0,1000.0,1738000.0,0.09999999999999999,,,0.0,3538.795674800873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,347.0,0.0,4000.0,4.0,1000.0,1739000.0,0.09999999999999999,153.79679760963444,153.79679760963444,0.0,3539.8614161014557,501.4606669229638,501.4606669229638,0.0,,,,,,,,,,,,,16.2657194066,14.4602731212,44.7843820012,-16.9382524324,,,,,,,,,,,,,,,,,,,,,,,,
1740,347.0,0.0,5000.0,5.0,1000.0,1740000.0,0.09999999999999999,-425.7672703436146,-425.7672703436146,0.0,3540.95645070076,,,,,,,,,,,,,,,,-35.2977495492,14.9422836512,-0.263163963313,-78.5182361578,,,,,,,,,,,,,,,,,,,,,,,,
1741,348.0,0.0,1000.0,1.0,1000.0,1741000.0,0.09999999999999999,312.23892180918216,312.23892180918216,0.0,3544.5903420448303,647.1039348447099,647.1039348447099,0.0,,,,,,,,,,,,,28.6877371592,10.57894093,54.4364510832,-1.26252097111,,,,,,,,,,,,,,,,,,,,,,,,
1742,348.0,0.0,2000.0,2.0,1000.0,1742000.0,0.09999999999999999,,,0.0,3546.6307940483093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,348.0,0.0,3000.0,3.0,1000.0,1743000.0,0.09999999999999999,261.8568498792555,261.8568498792555,0.0,3547.8039383888245,808.1427254353487,808.1427254353487,0.0,,,,,,,,,,,,,23.227984689,13.0688159017,49.4313855445,-2.79184982418,,,,,,,,,,,,,,,,,,,,,,,,
1744,348.0,0.0,4000.0,4.0,1000.0,1744000.0,0.09999999999999999,,,0.0,3549.9747223854065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,348.0,0.0,5000.0,5.0,1000.0,1745000.0,0.09999999999999999,255.43717843957705,255.43717843957705,0.0,3551.1249418258667,666.4606525024766,666.4606525024766,0.0,,,,,,,,,,,,,22.4947562407,16.4226604423,54.917380831,-6.87905913076,,,,,,,,,,,,,,,,,,,,,,,,
1746,349.0,0.0,1000.0,1.0,1000.0,1746000.0,0.09999999999999999,,,0.0,3554.8633065223694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,349.0,0.0,2000.0,2.0,1000.0,1747000.0,0.09999999999999999,331.0002229543265,331.0002229543265,0.0,3555.933697938919,650.750962667111,650.750962667111,0.0,,,,,,,,,,,,,30.1632952439,9.35552233169,49.2833283931,1.06247172609,,,,,,,,,,,,,,,,,,,,,,,,
1748,349.0,0.0,3000.0,3.0,1000.0,1748000.0,0.09999999999999999,,,0.0,3557.9633009433746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,349.0,0.0,4000.0,4.0,1000.0,1749000.0,0.09999999999999999,91.48235847086312,91.48235847086312,0.0,3559.0509753227234,718.1030728654314,718.1030728654314,0.0,,,,,,,,,,,,,9.61010044877,14.1735316414,50.654445366,-17.3244544057,,,,,,,,,,,,,,,,,,,,,,,,
1750,349.0,0.0,5000.0,5.0,1000.0,1750000.0,0.09999999999999999,127.39370195516408,127.39370195516408,0.0,3560.14323759079,,,,,,,,,,,,,,,,15.7406376208,18.8729173695,45.0164033696,-34.2842963277,,,,,,,,,,,,,,,,,,,,,,,,
1751,350.0,0.0,1000.0,1.0,1000.0,1751000.0,0.09999999999999999,185.67503226064912,185.67503226064912,0.0,3564.7385857105255,677.6196551175802,677.6196551175802,0.0,,,,,,,,,,,,,16.7645358791,9.40897131719,44.9030821237,-2.40949461845,,,,,,,,,,,,,,,,,,,,,,,,
1752,350.0,0.0,2000.0,2.0,1000.0,1752000.0,0.09999999999999999,,,0.0,3566.952741622925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,350.0,0.0,3000.0,3.0,1000.0,1753000.0,0.09999999999999999,224.47947915979188,224.47947915979188,0.0,3568.060425043106,654.3081277253182,654.3081277253182,0.0,,,,,,,,,,,,,23.2403937517,11.330785951,45.4911379564,-9.4169752601,,,,,,,,,,,,,,,,,,,,,,,,
1754,350.0,0.0,4000.0,4.0,1000.0,1754000.0,0.09999999999999999,,,0.0,3570.253931760788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,350.0,0.0,5000.0,5.0,1000.0,1755000.0,0.09999999999999999,148.8220758524898,148.8220758524898,0.0,3571.418131351471,659.6158333668777,659.6158333668777,0.0,,,,,,,,,,,,,12.3473246794,10.2743457732,35.4862436781,-5.96893346724,,,,,,,,,,,,,,,,,,,,,,,,
1756,351.0,0.0,1000.0,1.0,1000.0,1756000.0,0.09999999999999999,,,0.0,3576.0715112686157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,351.0,0.0,2000.0,2.0,1000.0,1757000.0,0.09999999999999999,248.24705088844487,248.24705088844487,0.0,3577.480178833008,757.1525768074367,757.1525768074367,0.0,,,,,,,,,,,,,22.7297991432,15.7401885995,54.9967319562,-6.8021115978,,,,,,,,,,,,,,,,,,,,,,,,
1758,351.0,0.0,3000.0,3.0,1000.0,1758000.0,0.09999999999999999,,,0.0,3580.5396959781647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,351.0,0.0,4000.0,4.0,1000.0,1759000.0,0.09999999999999999,176.71331923375658,176.71331923375658,0.0,3582.0600113868713,665.0541474661325,665.0541474661325,0.0,,,,,,,,,,,,,18.9712424493,8.04885313733,40.3015568759,-13.9593364092,,,,,,,,,,,,,,,,,,,,,,,,
1760,351.0,0.0,5000.0,5.0,1000.0,1760000.0,0.09999999999999999,242.21742656958276,242.21742656958276,0.0,3583.6661415100098,,,,,,,,,,,,,,,,23.0067489077,11.706547974,43.0500653287,-0.768307532178,,,,,,,,,,,,,,,,,,,,,,,,
1761,352.0,0.0,1000.0,1.0,1000.0,1761000.0,0.09999999999999999,282.5846181942222,282.5846181942222,0.0,3587.4175810813904,817.7862709420696,817.7862709420696,0.0,,,,,,,,,,,,,25.7747445856,10.0664722746,46.2457649972,-1.46151971964,,,,,,,,,,,,,,,,,,,,,,,,
1762,352.0,0.0,2000.0,2.0,1000.0,1762000.0,0.09999999999999999,,,0.0,3589.4513046741486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,352.0,0.0,3000.0,3.0,1000.0,1763000.0,0.09999999999999999,221.63453759648692,221.63453759648692,0.0,3590.5173830986023,706.5613965310694,706.5613965310694,0.0,,,,,,,,,,,,,20.2004244495,13.9206444689,46.6485827719,-16.6310277307,,,,,,,,,,,,,,,,,,,,,,,,
1764,352.0,0.0,4000.0,4.0,1000.0,1764000.0,0.09999999999999999,,,0.0,3592.556607723236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,352.0,0.0,5000.0,5.0,1000.0,1765000.0,0.09999999999999999,308.1565506590091,308.1565506590091,0.0,3593.6629106998444,749.2007277814143,749.2007277814143,0.0,,,,,,,,,,,,,26.9686659322,11.4845350879,46.7949790486,-1.1696648107,,,,,,,,,,,,,,,,,,,,,,,,
1766,353.0,0.0,1000.0,1.0,1000.0,1766000.0,0.09999999999999999,,,0.0,3597.519546508789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,353.0,0.0,2000.0,2.0,1000.0,1767000.0,0.09999999999999999,132.29727810391935,132.29727810391935,0.0,3598.6961278915405,770.5574797913679,770.5574797913679,0.0,,,,,,,,,,,,,14.6536262907,14.1332899036,43.7405322894,-17.8035709201,,,,,,,,,,,,,,,,,,,,,,,,
1768,353.0,0.0,3000.0,3.0,1000.0,1768000.0,0.09999999999999999,,,0.0,3600.769655227661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,353.0,0.0,4000.0,4.0,1000.0,1769000.0,0.09999999999999999,379.0602543528823,379.0602543528823,0.0,3601.8773210048676,579.1346758575265,579.1346758575265,0.0,,,,,,,,,,,,,35.509211479,9.62744707305,51.7543148318,-0.899929978692,,,,,,,,,,,,,,,,,,,,,,,,
1770,353.0,0.0,5000.0,5.0,1000.0,1770000.0,0.09999999999999999,180.3260024885153,180.3260024885153,0.0,3603.047096014023,,,,,,,,,,,,,,,,14.7864184766,9.86556450944,38.4377462001,-1.2939282528,,,,,,,,,,,,,,,,,,,,,,,,
1771,354.0,0.0,1000.0,1.0,1000.0,1771000.0,0.09999999999999999,233.08634151760845,233.08634151760845,0.0,3607.146563053131,641.8233722638251,641.8233722638251,0.0,,,,,,,,,,,,,21.1190725299,10.4907748387,43.6310381052,0.305079712006,,,,,,,,,,,,,,,,,,,,,,,,
1772,354.0,0.0,2000.0,2.0,1000.0,1772000.0,0.09999999999999999,,,0.0,3609.516084909439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,354.0,0.0,3000.0,3.0,1000.0,1773000.0,0.09999999999999999,195.34593303824178,195.34593303824178,0.0,3610.8003375530243,587.5563844902243,587.5563844902243,0.0,,,,,,,,,,,,,17.378076848,8.91356521064,37.3211199637,-0.553011117978,,,,,,,,,,,,,,,,,,,,,,,,
1774,354.0,0.0,4000.0,4.0,1000.0,1774000.0,0.09999999999999999,,,0.0,3613.013349533081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,354.0,0.0,5000.0,5.0,1000.0,1775000.0,0.09999999999999999,278.15219815455436,278.15219815455436,0.0,3614.2299597263336,629.1892155546744,629.1892155546744,0.0,,,,,,,,,,,,,24.5037559287,8.78408877089,42.5980295538,0.823387975715,,,,,,,,,,,,,,,,,,,,,,,,
1776,355.0,0.0,1000.0,1.0,1000.0,1776000.0,0.09999999999999999,,,0.0,3618.186588048935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,355.0,0.0,2000.0,2.0,1000.0,1777000.0,0.09999999999999999,201.97498159791797,201.97498159791797,0.0,3619.9795794487,700.6871492061356,700.6871492061356,0.0,,,,,,,,,,,,,18.2274121799,10.5869150769,42.3759529879,-5.78559229103,,,,,,,,,,,,,,,,,,,,,,,,
1778,355.0,0.0,3000.0,3.0,1000.0,1778000.0,0.09999999999999999,,,0.0,3623.155276298523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,355.0,0.0,4000.0,4.0,1000.0,1779000.0,0.09999999999999999,220.7731619566793,220.7731619566793,0.0,3625.374289751053,704.3752054443421,704.3752054443421,0.0,,,,,,,,,,,,,20.477691302,7.99073816303,41.0357401903,-0.947793431375,,,,,,,,,,,,,,,,,,,,,,,,
1780,355.0,0.0,5000.0,5.0,1000.0,1780000.0,0.09999999999999999,183.18464583808998,183.18464583808998,0.0,3627.3414142131805,,,,,,,,,,,,,,,,18.1483937487,7.7316780881,33.5325503587,-1.49361859672,,,,,,,,,,,,,,,,,,,,,,,,
1781,356.0,0.0,1000.0,1.0,1000.0,1781000.0,0.09999999999999999,150.76831173344456,150.76831173344456,0.0,3631.680600166321,573.5473758912365,573.5473758912365,0.0,,,,,,,,,,,,,15.0062980881,8.83493461566,35.58535974,-6.46591232732,,,,,,,,,,,,,,,,,,,,,,,,
1782,356.0,0.0,2000.0,2.0,1000.0,1782000.0,0.09999999999999999,,,0.0,3633.924624443054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,356.0,0.0,3000.0,3.0,1000.0,1783000.0,0.09999999999999999,235.68463387065546,235.68463387065546,0.0,3635.7276685237885,680.5295899104799,680.5295899104799,0.0,,,,,,,,,,,,,22.1785201027,12.9428357767,50.9769458432,-4.03177934558,,,,,,,,,,,,,,,,,,,,,,,,
1784,356.0,0.0,4000.0,4.0,1000.0,1784000.0,0.09999999999999999,,,0.0,3638.235715866089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,356.0,0.0,5000.0,5.0,1000.0,1785000.0,0.09999999999999999,191.6835961110032,191.6835961110032,0.0,3639.3976714611053,330.19985108072495,330.19985108072495,0.0,,,,,,,,,,,,,20.0682203351,13.8728953164,41.0179608929,-22.496205018,,,,,,,,,,,,,,,,,,,,,,,,
1786,357.0,0.0,1000.0,1.0,1000.0,1786000.0,0.09999999999999999,,,0.0,3644.116182565689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,357.0,0.0,2000.0,2.0,1000.0,1787000.0,0.09999999999999999,161.09264914363243,161.09264914363243,0.0,3645.3243396282196,584.4020573628245,584.4020573628245,0.0,,,,,,,,,,,,,15.7232894505,10.065038281,36.4503801661,-2.44059037595,,,,,,,,,,,,,,,,,,,,,,,,
1788,357.0,0.0,3000.0,3.0,1000.0,1788000.0,0.09999999999999999,,,0.0,3647.6739490032196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,357.0,0.0,4000.0,4.0,1000.0,1789000.0,0.09999999999999999,185.4543937086056,185.4543937086056,0.0,3649.029309272766,440.52984538339797,440.52984538339797,0.0,,,,,,,,,,,,,17.1684589036,9.54938164636,52.285886848,-1.22842722468,,,,,,,,,,,,,,,,,,,,,,,,
1790,357.0,0.0,5000.0,5.0,1000.0,1790000.0,0.09999999999999999,112.35692476090843,112.35692476090843,0.0,3650.114904165268,,,,,,,,,,,,,,,,12.1667561601,14.2891479167,41.2913988738,-24.3304156637,,,,,,,,,,,,,,,,,,,,,,,,
1791,358.0,0.0,1000.0,1.0,1000.0,1791000.0,0.09999999999999999,211.23677493549317,211.23677493549317,0.0,3653.822250366211,508.14574999265295,508.14574999265295,0.0,,,,,,,,,,,,,18.9838698855,13.2773936355,56.4076791946,-10.0271318137,,,,,,,,,,,,,,,,,,,,,,,,
1792,358.0,0.0,2000.0,2.0,1000.0,1792000.0,0.09999999999999999,,,0.0,3655.9155123233795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,358.0,0.0,3000.0,3.0,1000.0,1793000.0,0.09999999999999999,205.3040971085153,205.3040971085153,0.0,3657.0571014881134,676.6172455254872,676.6172455254872,0.0,,,,,,,,,,,,,18.6270077102,10.7535191311,47.1025232712,-5.85291996487,,,,,,,,,,,,,,,,,,,,,,,,
1794,358.0,0.0,4000.0,4.0,1000.0,1794000.0,0.09999999999999999,,,0.0,3659.2908732891083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,358.0,0.0,5000.0,5.0,1000.0,1795000.0,0.09999999999999999,128.24687444926545,128.24687444926545,0.0,3660.766053915024,707.7945075234696,707.7945075234696,0.0,,,,,,,,,,,,,10.9373189311,6.29755754528,27.7183835189,-3.96374121256,,,,,,,,,,,,,,,,,,,,,,,,
1796,359.0,0.0,1000.0,1.0,1000.0,1796000.0,0.09999999999999999,,,0.0,3665.098732471466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,359.0,0.0,2000.0,2.0,1000.0,1797000.0,0.09999999999999999,181.90572742994496,181.90572742994496,0.0,3666.474996805191,559.0211916263341,559.0211916263341,0.0,,,,,,,,,,,,,16.2114195677,7.42928280379,33.4861079281,-4.20842577786,,,,,,,,,,,,,,,,,,,,,,,,
1798,359.0,0.0,3000.0,3.0,1000.0,1798000.0,0.09999999999999999,,,0.0,3668.9665293693542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,359.0,0.0,4000.0,4.0,1000.0,1799000.0,0.09999999999999999,187.10250089788727,187.10250089788727,0.0,3670.0756764411926,513.8885323384604,513.8885323384604,0.0,,,,,,,,,,,,,16.5806122868,10.6281092852,39.2081602704,-10.1389621272,,,,,,,,,,,,,,,,,,,,,,,,
1800,359.0,0.0,5000.0,5.0,1000.0,1800000.0,0.09999999999999999,209.1711812174511,209.1711812174511,0.0,3671.181951522827,,,,,,,,,,,,,,,,19.1523810179,10.9386764875,45.3387108863,-1.03575113846,,,,,,,,,,,,,,,,,,,,,,,,
1801,360.0,0.0,1000.0,1.0,1000.0,1801000.0,0.09999999999999999,261.68712854169735,261.68712854169735,0.0,3674.860323905945,309.6503156399325,309.6503156399325,0.0,,,,,,,,,,,,,24.6282429005,11.0859621866,47.2292409728,-0.604134852962,,,,,,,,,,,,,,,,,,,,,,,,
1802,360.0,0.0,2000.0,2.0,1000.0,1802000.0,0.09999999999999999,,,0.0,3676.888999938965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,360.0,0.0,3000.0,3.0,1000.0,1803000.0,0.09999999999999999,279.35918235188984,279.35918235188984,0.0,3678.0314683914185,640.9744617246184,640.9744617246184,0.0,,,,,,,,,,,,,24.7035458192,11.3664638521,60.0084531154,0.279415094867,,,,,,,,,,,,,,,,,,,,,,,,
1804,360.0,0.0,4000.0,4.0,1000.0,1804000.0,0.09999999999999999,,,0.0,3680.121455669403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,360.0,0.0,5000.0,5.0,1000.0,1805000.0,0.09999999999999999,219.82281639862973,219.82281639862973,0.0,3681.233340024948,455.78881854708237,455.78881854708237,0.0,,,,,,,,,,,,,18.8534348468,10.1449751627,39.0039184144,-4.21556755788,,,,,,,,,,,,,,,,,,,,,,,,
1806,361.0,0.0,1000.0,1.0,1000.0,1806000.0,0.09999999999999999,,,0.0,3685.032060623169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,361.0,0.0,2000.0,2.0,1000.0,1807000.0,0.09999999999999999,317.3073128071222,317.3073128071222,0.0,3686.1957545280457,244.5354657795128,244.5354657795128,0.0,,,,,,,,,,,,,27.736706333,9.6183417676,49.7878340471,-3.60931422403,,,,,,,,,,,,,,,,,,,,,,,,
1808,361.0,0.0,3000.0,3.0,1000.0,1808000.0,0.09999999999999999,,,0.0,3688.6515696048737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,361.0,0.0,4000.0,4.0,1000.0,1809000.0,0.09999999999999999,218.77800070721236,218.77800070721236,0.0,3689.927386522293,423.0739236396313,423.0739236396313,0.0,,,,,,,,,,,,,19.1157956411,11.6630283428,49.5080247833,-5.15063332129,,,,,,,,,,,,,,,,,,,,,,,,
1810,361.0,0.0,5000.0,5.0,1000.0,1810000.0,0.09999999999999999,316.39138485359274,316.39138485359274,0.0,3691.1071951389313,,,,,,,,,,,,,,,,27.880549695,14.3804283185,51.4596506093,-1.01096984528,,,,,,,,,,,,,,,,,,,,,,,,
1811,362.0,0.0,1000.0,1.0,1000.0,1811000.0,0.09999999999999999,154.82108137633452,154.82108137633452,0.0,3695.2407290935516,-362.1880565644617,-362.1880565644617,0.0,,,,,,,,,,,,,16.6519735428,17.7516546031,48.9079100751,-23.1972419529,,,,,,,,,,,,,,,,,,,,,,,,
1812,362.0,0.0,2000.0,2.0,1000.0,1812000.0,0.09999999999999999,,,0.0,3697.4211642742157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,362.0,0.0,3000.0,3.0,1000.0,1813000.0,0.09999999999999999,184.4563540934932,184.4563540934932,0.0,3698.545767068863,614.6356001168275,614.6356001168275,0.0,,,,,,,,,,,,,16.6618376705,10.8868304393,38.1161626762,-4.72114825273,,,,,,,,,,,,,,,,,,,,,,,,
1814,362.0,0.0,4000.0,4.0,1000.0,1814000.0,0.09999999999999999,,,0.0,3700.591373205185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,362.0,0.0,5000.0,5.0,1000.0,1815000.0,0.09999999999999999,225.19691497561837,225.19691497561837,0.0,3701.678038597107,720.5473775632331,720.5473775632331,0.0,,,,,,,,,,,,,20.8459217829,11.4561591048,43.6679599179,-11.6148041504,,,,,,,,,,,,,,,,,,,,,,,,
