Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min
394,78.0,0.0,4000.0,4.0,1000.0,394000.0,0.09999999999999999,,,0.0,823.0417673587799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,78.0,0.0,5000.0,5.0,1000.0,395000.0,0.09999999999999999,-255.9293435216048,-255.9293435216048,0.0,824.1613366603851,263.2013664872672,263.2013664872672,0.0,,,,,,,,,,,,,-24.060565703,9.33711463944,0.0154412359443,-46.5789782837,,,,,,,,,,,,,,,,,,,,,,,,
396,79.0,0.0,1000.0,1.0,1000.0,396000.0,0.09999999999999999,,,0.0,828.2541189193726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,79.0,0.0,2000.0,2.0,1000.0,397000.0,0.09999999999999999,-91.01947183725423,-91.01947183725423,0.0,829.5175786018372,210.85612871890527,210.85612871890527,0.0,,,,,,,,,,,,,-10.3109694011,11.3499870021,23.7501844429,-29.6327496657,,,,,,,,,,,,,,,,,,,,,,,,
398,79.0,0.0,3000.0,3.0,1000.0,398000.0,0.09999999999999999,,,0.0,831.7791936397552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,79.0,0.0,4000.0,4.0,1000.0,399000.0,0.09999999999999999,-236.37030822632678,-236.37030822632678,0.0,833.0640544891357,251.57473023875195,251.57473023875195,0.0,,,,,,,,,,,,,-23.7038200058,9.33860946276,2.66661278628,-43.6445782397,,,,,,,,,,,,,,,,,,,,,,,,
400,79.0,0.0,5000.0,5.0,1000.0,400000.0,0.09999999999999999,-226.49852858503837,-226.49852858503837,0.0,834.2422626018524,,,,,,,,,,,,,,,,-21.653096126,9.65970802705,0.275777117019,-40.0552927397,,,,,,,,,,,,,,,,,,,,,,,,
401,80.0,0.0,1000.0,1.0,1000.0,401000.0,0.09999999999999999,-165.58700113926267,-165.58700113926267,0.0,838.3025593757629,222.55011073486844,222.55011073486844,0.0,,,,,,,,,,,,,-15.664230982,7.76738516545,1.03907269359,-36.2635109366,,,,,,,,,,,,,,,,,,,,,,,,
402,80.0,0.0,2000.0,2.0,1000.0,402000.0,0.09999999999999999,,,0.0,840.4244909286499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,80.0,0.0,3000.0,3.0,1000.0,403000.0,0.09999999999999999,-218.10386169904314,-218.10386169904314,0.0,841.6322724819183,196.73723090678493,196.73723090678493,0.0,,,,,,,,,,,,,-19.9319854558,10.4706424479,2.07016934348,-40.0634253598,,,,,,,,,,,,,,,,,,,,,,,,
404,80.0,0.0,4000.0,4.0,1000.0,404000.0,0.09999999999999999,,,0.0,844.7120199203491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,80.0,0.0,5000.0,5.0,1000.0,405000.0,0.09999999999999999,-210.3942507314674,-210.3942507314674,0.0,846.483640909195,210.7279239281382,210.7279239281382,0.0,,,,,,,,,,,,,-19.9927145821,7.29469817593,-0.528515672966,-35.9052696643,,,,,,,,,,,,,,,,,,,,,,,,
406,81.0,0.0,1000.0,1.0,1000.0,406000.0,0.09999999999999999,,,0.0,850.9676451683044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,81.0,0.0,2000.0,2.0,1000.0,407000.0,0.09999999999999999,-242.58709155209894,-242.58709155209894,0.0,852.1983671188354,201.8712090867941,201.8712090867941,0.0,,,,,,,,,,,,,-22.9367960237,8.09845411788,3.03040200589,-38.4703635659,,,,,,,,,,,,,,,,,,,,,,,,
408,81.0,0.0,3000.0,3.0,1000.0,408000.0,0.09999999999999999,,,0.0,854.410845041275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,81.0,0.0,4000.0,4.0,1000.0,409000.0,0.09999999999999999,-196.75899472883586,-196.75899472883586,0.0,855.620555639267,289.00635401754516,289.00635401754516,0.0,,,,,,,,,,,,,-18.6944862542,10.7510632745,3.79413909686,-40.5980099478,,,,,,,,,,,,,,,,,,,,,,,,
410,81.0,0.0,5000.0,5.0,1000.0,410000.0,0.09999999999999999,-165.40688153987026,-165.40688153987026,0.0,856.9306588172913,,,,,,,,,,,,,,,,-17.3746446098,8.74455485871,10.4408390294,-35.1993093305,,,,,,,,,,,,,,,,,,,,,,,,
411,82.0,0.0,1000.0,1.0,1000.0,411000.0,0.09999999999999999,-159.33605521823364,-159.33605521823364,0.0,861.5954160690308,198.2940086633363,198.2940086633363,0.0,,,,,,,,,,,,,-15.9135957152,8.3715450059,11.0482482814,-31.1343167657,,,,,,,,,,,,,,,,,,,,,,,,
412,82.0,0.0,2000.0,2.0,1000.0,412000.0,0.09999999999999999,,,0.0,864.2394127845764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,82.0,0.0,3000.0,3.0,1000.0,413000.0,0.09999999999999999,-144.53563358237267,-144.53563358237267,0.0,865.697357416153,233.52677760222565,233.52677760222565,0.0,,,,,,,,,,,,,-13.1692317116,4.54546951302,-0.159765602452,-23.2114610475,,,,,,,,,,,,,,,,,,,,,,,,
414,82.0,0.0,4000.0,4.0,1000.0,414000.0,0.09999999999999999,,,0.0,868.2603199481964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,82.0,0.0,5000.0,5.0,1000.0,415000.0,0.09999999999999999,-250.5527351765751,-250.5527351765751,0.0,869.5081779956818,278.14062499737105,278.14062499737105,0.0,,,,,,,,,,,,,-23.8650256408,8.2486138098,2.96308552391,-38.4846953735,,,,,,,,,,,,,,,,,,,,,,,,
416,83.0,0.0,1000.0,1.0,1000.0,416000.0,0.09999999999999999,,,0.0,874.6679496765137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,83.0,0.0,2000.0,2.0,1000.0,417000.0,0.09999999999999999,-183.2138541400826,-183.2138541400826,0.0,875.8213768005371,237.50487141783722,237.50487141783722,0.0,,,,,,,,,,,,,-16.6887683652,6.84152879525,0.925025461314,-29.7482052285,,,,,,,,,,,,,,,,,,,,,,,,
418,83.0,0.0,3000.0,3.0,1000.0,418000.0,0.09999999999999999,,,0.0,878.0251500606537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,83.0,0.0,4000.0,4.0,1000.0,419000.0,0.09999999999999999,-216.6963068582892,-216.6963068582892,0.0,879.283492565155,301.1803948490273,301.1803948490273,0.0,,,,,,,,,,,,,-20.8504542459,8.54698495475,0.476125202792,-36.5089683258,,,,,,,,,,,,,,,,,,,,,,,,
420,83.0,0.0,5000.0,5.0,1000.0,420000.0,0.09999999999999999,-194.66235447513847,-194.66235447513847,0.0,880.5290086269379,,,,,,,,,,,,,,,,-18.3423043266,8.55661371983,8.68302768715,-34.0864959083,,,,,,,,,,,,,,,,,,,,,,,,
421,84.0,0.0,1000.0,1.0,1000.0,421000.0,0.09999999999999999,-170.12738000711133,-170.12738000711133,0.0,885.1712877750397,280.44578663153203,280.44578663153203,0.0,,,,,,,,,,,,,-18.1171748515,8.07647834978,13.9922749247,-35.6769437159,,,,,,,,,,,,,,,,,,,,,,,,
422,84.0,0.0,2000.0,2.0,1000.0,422000.0,0.09999999999999999,,,0.0,887.530829668045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,84.0,0.0,3000.0,3.0,1000.0,423000.0,0.09999999999999999,-186.66192899670878,-186.66192899670878,0.0,888.8770895004272,357.2344549022758,357.2344549022758,0.0,,,,,,,,,,,,,-17.2459982228,5.70013175545,0.914823762787,-26.8401903628,,,,,,,,,,,,,,,,,,,,,,,,
424,84.0,0.0,4000.0,4.0,1000.0,424000.0,0.09999999999999999,,,0.0,890.9873199462891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,84.0,0.0,5000.0,5.0,1000.0,425000.0,0.09999999999999999,-177.31456064353063,-177.31456064353063,0.0,892.1224095821381,273.0480721397718,273.0480721397718,0.0,,,,,,,,,,,,,-13.6571044789,7.33645983772,3.6072641954,-42.2120002887,,,,,,,,,,,,,,,,,,,,,,,,
426,85.0,0.0,1000.0,1.0,1000.0,426000.0,0.09999999999999999,,,0.0,896.6039531230927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,85.0,0.0,2000.0,2.0,1000.0,427000.0,0.09999999999999999,-176.2687506933463,-176.2687506933463,0.0,897.7822999954224,307.23038218680017,307.23038218680017,0.0,,,,,,,,,,,,,-16.729702045,7.58242548224,2.19647240146,-30.9611129918,,,,,,,,,,,,,,,,,,,,,,,,
428,85.0,0.0,3000.0,3.0,1000.0,428000.0,0.09999999999999999,,,0.0,900.0814068317413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,85.0,0.0,4000.0,4.0,1000.0,429000.0,0.09999999999999999,-149.28848122962566,-149.28848122962566,0.0,901.2360966205597,372.64086455936376,372.64086455936376,0.0,,,,,,,,,,,,,-14.3358803319,12.7037169802,13.6902948762,-37.0104969948,,,,,,,,,,,,,,,,,,,,,,,,
430,85.0,0.0,5000.0,5.0,1000.0,430000.0,0.09999999999999999,-193.83673744989753,-193.83673744989753,0.0,902.4621977806091,,,,,,,,,,,,,,,,-17.0973793907,10.0397890577,17.237156665,-36.2065387591,,,,,,,,,,,,,,,,,,,,,,,,
431,86.0,0.0,1000.0,1.0,1000.0,431000.0,0.09999999999999999,-195.14478839397734,-195.14478839397734,0.0,906.7535228729248,388.18379618267846,388.18379618267846,0.0,,,,,,,,,,,,,-19.0425646706,8.52124296478,5.34072772705,-34.6474843863,,,,,,,,,,,,,,,,,,,,,,,,
432,86.0,0.0,2000.0,2.0,1000.0,432000.0,0.09999999999999999,,,0.0,909.1224462985992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,86.0,0.0,3000.0,3.0,1000.0,433000.0,0.09999999999999999,-210.08273883678336,-210.08273883678336,0.0,910.3169186115265,344.3558047832249,344.3558047832249,0.0,,,,,,,,,,,,,-21.0103427488,9.94033047703,3.99137531839,-38.2215310434,,,,,,,,,,,,,,,,,,,,,,,,
434,86.0,0.0,4000.0,4.0,1000.0,434000.0,0.09999999999999999,,,0.0,912.8286240100861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,86.0,0.0,5000.0,5.0,1000.0,435000.0,0.09999999999999999,-204.15427478745673,-204.15427478745673,0.0,914.2023150920868,386.97233286360864,386.97233286360864,0.0,,,,,,,,,,,,,-19.9754652011,7.44282732258,0.291657582704,-33.7322045525,,,,,,,,,,,,,,,,,,,,,,,,
436,87.0,0.0,1000.0,1.0,1000.0,436000.0,0.09999999999999999,,,0.0,919.0014634132385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,87.0,0.0,2000.0,2.0,1000.0,437000.0,0.09999999999999999,-191.3545025789702,-191.3545025789702,0.0,920.3810439109802,358.36737173741557,358.36737173741557,0.0,,,,,,,,,,,,,-19.1297587836,10.4371233538,3.75939166977,-39.378786147,,,,,,,,,,,,,,,,,,,,,,,,
438,87.0,0.0,3000.0,3.0,1000.0,438000.0,0.09999999999999999,,,0.0,923.0165424346924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,87.0,0.0,4000.0,4.0,1000.0,439000.0,0.09999999999999999,-189.08864066109942,-189.08864066109942,0.0,924.2337312698364,298.0078655954581,298.0078655954581,0.0,,,,,,,,,,,,,-19.2497488549,10.5830297648,4.97024678243,-39.8064784425,,,,,,,,,,,,,,,,,,,,,,,,
440,87.0,0.0,5000.0,5.0,1000.0,440000.0,0.09999999999999999,-167.75254521799528,-167.75254521799528,0.0,925.4563879966736,,,,,,,,,,,,,,,,-14.9224144885,7.59824764544,3.88334280357,-30.9577712666,,,,,,,,,,,,,,,,,,,,,,,,
441,88.0,0.0,1000.0,1.0,1000.0,441000.0,0.09999999999999999,-224.19851295023278,-224.19851295023278,0.0,929.5958759784698,366.8125249808232,366.8125249808232,0.0,,,,,,,,,,,,,-21.3351569981,8.93165744492,-0.457326506481,-39.0533578573,,,,,,,,,,,,,,,,,,,,,,,,
442,88.0,0.0,2000.0,2.0,1000.0,442000.0,0.09999999999999999,,,0.0,931.7698447704315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,88.0,0.0,3000.0,3.0,1000.0,443000.0,0.09999999999999999,-158.28310293752043,-158.28310293752043,0.0,933.040566444397,319.44909690795396,319.44909690795396,0.0,,,,,,,,,,,,,-16.4772541732,10.6062775419,7.97749606191,-38.9454569443,,,,,,,,,,,,,,,,,,,,,,,,
444,88.0,0.0,4000.0,4.0,1000.0,444000.0,0.09999999999999999,,,0.0,935.1985743045807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,88.0,0.0,5000.0,5.0,1000.0,445000.0,0.09999999999999999,-214.36602398617987,-214.36602398617987,0.0,936.3814499378204,313.9869060564138,313.9869060564138,0.0,,,,,,,,,,,,,-17.2760881917,9.39238999573,2.70411846173,-42.4227058028,,,,,,,,,,,,,,,,,,,,,,,,
446,89.0,0.0,1000.0,1.0,1000.0,446000.0,0.09999999999999999,,,0.0,940.3154470920563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,89.0,0.0,2000.0,2.0,1000.0,447000.0,0.09999999999999999,-218.22387825091593,-218.22387825091593,0.0,941.4802215099335,351.73062185215383,351.73062185215383,0.0,,,,,,,,,,,,,-20.1553483363,8.87863346832,1.14571610811,-37.1790589391,,,,,,,,,,,,,,,,,,,,,,,,
448,89.0,0.0,3000.0,3.0,1000.0,448000.0,0.09999999999999999,,,0.0,943.6856682300568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,89.0,0.0,4000.0,4.0,1000.0,449000.0,0.09999999999999999,-222.70583458363717,-222.70583458363717,0.0,944.8482322692871,242.03151593034363,242.03151593034363,0.0,,,,,,,,,,,,,-21.5726203854,6.22260346134,0.391557534738,-32.128877714,,,,,,,,,,,,,,,,,,,,,,,,
450,89.0,0.0,5000.0,5.0,1000.0,450000.0,0.09999999999999999,-207.87822218212355,-207.87822218212355,0.0,946.0787284374237,,,,,,,,,,,,,,,,-20.1184170283,8.29616046402,0.790766255772,-36.6138105095,,,,,,,,,,,,,,,,,,,,,,,,
451,90.0,0.0,1000.0,1.0,1000.0,451000.0,0.09999999999999999,-255.96238115937112,-255.96238115937112,0.0,949.9218301773071,307.4216041858345,307.4216041858345,0.0,,,,,,,,,,,,,-21.9692368005,12.00853208,2.53224457703,-51.7465658945,,,,,,,,,,,,,,,,,,,,,,,,
452,90.0,0.0,2000.0,2.0,1000.0,452000.0,0.09999999999999999,,,0.0,952.1629087924957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,90.0,0.0,3000.0,3.0,1000.0,453000.0,0.09999999999999999,-109.8524946293628,-109.8524946293628,0.0,953.6680934429169,318.01133632428156,318.01133632428156,0.0,,,,,,,,,,,,,-13.0666781263,9.08832468018,24.5027321764,-29.3297822954,,,,,,,,,,,,,,,,,,,,,,,,
454,90.0,0.0,4000.0,4.0,1000.0,454000.0,0.09999999999999999,,,0.0,955.7791059017181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,90.0,0.0,5000.0,5.0,1000.0,455000.0,0.09999999999999999,-225.72334061074847,-225.72334061074847,0.0,957.2426755428314,300.2895026503452,300.2895026503452,0.0,,,,,,,,,,,,,-20.6215304409,5.88750020616,-1.2460397955,-33.0606389882,,,,,,,,,,,,,,,,,,,,,,,,
456,91.0,0.0,1000.0,1.0,1000.0,456000.0,0.09999999999999999,,,0.0,961.2965831756592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,91.0,0.0,2000.0,2.0,1000.0,457000.0,0.09999999999999999,-151.58526242159817,-151.58526242159817,0.0,962.4632301330566,304.47571263034376,304.47571263034376,0.0,,,,,,,,,,,,,-14.4448481835,11.2802834942,14.5063969489,-32.6817094805,,,,,,,,,,,,,,,,,,,,,,,,
458,91.0,0.0,3000.0,3.0,1000.0,458000.0,0.09999999999999999,,,0.0,964.7546701431274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,91.0,0.0,4000.0,4.0,1000.0,459000.0,0.09999999999999999,-133.12515018452362,-133.12515018452362,0.0,966.0514578819275,274.9646223155516,274.9646223155516,0.0,,,,,,,,,,,,,-14.4232083198,7.93158318433,11.5996629351,-28.567881609,,,,,,,,,,,,,,,,,,,,,,,,
460,91.0,0.0,5000.0,5.0,1000.0,460000.0,0.09999999999999999,-200.67527363035768,-200.67527363035768,0.0,967.2781717777252,,,,,,,,,,,,,,,,-20.8724972875,9.55098266102,9.29210596143,-43.1938371387,,,,,,,,,,,,,,,,,,,,,,,,
461,92.0,0.0,1000.0,1.0,1000.0,461000.0,0.09999999999999999,-280.1678102508463,-280.1678102508463,0.0,971.1675136089325,313.35707323899277,313.35707323899277,0.0,,,,,,,,,,,,,-22.4422621778,10.3301856565,0.339595175277,-59.374846722,,,,,,,,,,,,,,,,,,,,,,,,
462,92.0,0.0,2000.0,2.0,1000.0,462000.0,0.09999999999999999,,,0.0,973.949116230011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,92.0,0.0,3000.0,3.0,1000.0,463000.0,0.09999999999999999,-217.01197620048657,-217.01197620048657,0.0,975.3323016166687,322.02478565831103,322.02478565831103,0.0,,,,,,,,,,,,,-21.3515557665,7.6734746112,-0.568616307597,-33.8108523525,,,,,,,,,,,,,,,,,,,,,,,,
464,92.0,0.0,4000.0,4.0,1000.0,464000.0,0.09999999999999999,,,0.0,978.109482049942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,92.0,0.0,5000.0,5.0,1000.0,465000.0,0.09999999999999999,-136.49972698369447,-136.49972698369447,0.0,979.8586008548737,314.34035133295225,314.34035133295225,0.0,,,,,,,,,,,,,-14.7548687168,10.8250823805,23.6999468036,-35.0480559977,,,,,,,,,,,,,,,,,,,,,,,,
466,93.0,0.0,1000.0,1.0,1000.0,466000.0,0.09999999999999999,,,0.0,984.3482291698456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,93.0,0.0,2000.0,2.0,1000.0,467000.0,0.09999999999999999,-177.00545299018367,-177.00545299018367,0.0,985.5377657413483,253.42284753731886,253.42284753731886,0.0,,,,,,,,,,,,,-15.931134367,8.60832292159,4.59027248339,-31.4346077423,,,,,,,,,,,,,,,,,,,,,,,,
468,93.0,0.0,3000.0,3.0,1000.0,468000.0,0.09999999999999999,,,0.0,987.7903716564178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,93.0,0.0,4000.0,4.0,1000.0,469000.0,0.09999999999999999,-98.11987114762674,-98.11987114762674,0.0,989.0383906364441,355.70580717198055,355.70580717198055,0.0,,,,,,,,,,,,,-10.3733071051,10.9187956986,23.2132672522,-29.3749466582,,,,,,,,,,,,,,,,,,,,,,,,
470,93.0,0.0,5000.0,5.0,1000.0,470000.0,0.09999999999999999,-254.99548581912347,-254.99548581912347,0.0,990.3317987918854,,,,,,,,,,,,,,,,-22.7051018675,9.72216626062,0.633569503373,-50.4916555943,,,,,,,,,,,,,,,,,,,,,,,,
471,94.0,0.0,1000.0,1.0,1000.0,471000.0,0.09999999999999999,-146.0478106700118,-146.0478106700118,0.0,994.5833477973938,366.3464966025468,366.3464966025468,0.0,,,,,,,,,,,,,-13.4315754357,8.52509637052,0.857079765491,-36.9233934796,,,,,,,,,,,,,,,,,,,,,,,,
472,94.0,0.0,2000.0,2.0,1000.0,472000.0,0.09999999999999999,,,0.0,997.0431077480316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,94.0,0.0,3000.0,3.0,1000.0,473000.0,0.09999999999999999,-210.67750965208234,-210.67750965208234,0.0,998.2409498691559,305.53432226689324,305.53432226689324,0.0,,,,,,,,,,,,,-18.3624502031,6.96791408282,3.82048108162,-32.4950497829,,,,,,,,,,,,,,,,,,,,,,,,
474,94.0,0.0,4000.0,4.0,1000.0,474000.0,0.09999999999999999,,,0.0,1000.549213886261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,94.0,0.0,5000.0,5.0,1000.0,475000.0,0.09999999999999999,-183.85570378129668,-183.85570378129668,0.0,1001.7739248275757,279.64226028065303,279.64226028065303,0.0,,,,,,,,,,,,,-17.549803014,6.72944466667,-0.877441476449,-35.1587970654,,,,,,,,,,,,,,,,,,,,,,,,
476,95.0,0.0,1000.0,1.0,1000.0,476000.0,0.09999999999999999,,,0.0,1006.107607126236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,95.0,0.0,2000.0,2.0,1000.0,477000.0,0.09999999999999999,-177.1085964311312,-177.1085964311312,0.0,1007.3222787380219,281.1127574354174,281.1127574354174,0.0,,,,,,,,,,,,,-18.4805581511,8.96631690879,9.24313747812,-34.6159366614,,,,,,,,,,,,,,,,,,,,,,,,
478,95.0,0.0,3000.0,3.0,1000.0,478000.0,0.09999999999999999,,,0.0,1009.6366548538208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,95.0,0.0,4000.0,4.0,1000.0,479000.0,0.09999999999999999,-232.09762498974857,-232.09762498974857,0.0,1010.9436628818512,310.12408801340166,310.12408801340166,0.0,,,,,,,,,,,,,-20.4033950215,11.517846026,2.96040488816,-38.0956557648,,,,,,,,,,,,,,,,,,,,,,,,
480,95.0,0.0,5000.0,5.0,1000.0,480000.0,0.09999999999999999,-197.95794852643647,-197.95794852643647,0.0,1012.2256557941437,,,,,,,,,,,,,,,,-20.6401041976,7.25646735254,9.62821864623,-34.5132040656,,,,,,,,,,,,,,,,,,,,,,,,
481,96.0,0.0,1000.0,1.0,1000.0,481000.0,0.09999999999999999,-128.74983292675878,-128.74983292675878,0.0,1016.314197063446,248.2017529871543,248.2017529871543,0.0,,,,,,,,,,,,,-13.0624024631,8.47564808735,5.38669486876,-29.7054593205,,,,,,,,,,,,,,,,,,,,,,,,
482,96.0,0.0,2000.0,2.0,1000.0,482000.0,0.09999999999999999,,,0.0,1018.8973672389984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,96.0,0.0,3000.0,3.0,1000.0,483000.0,0.09999999999999999,-201.28982829795544,-201.28982829795544,0.0,1020.0616347789764,221.5545742618367,221.5545742618367,0.0,,,,,,,,,,,,,-18.3135713353,7.92402421662,2.06086821671,-35.1855753418,,,,,,,,,,,,,,,,,,,,,,,,
484,96.0,0.0,4000.0,4.0,1000.0,484000.0,0.09999999999999999,,,0.0,1022.1113305091858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,96.0,0.0,5000.0,5.0,1000.0,485000.0,0.09999999999999999,-205.59040718956575,-205.59040718956575,0.0,1023.3695340156555,257.7903527411981,257.7903527411981,0.0,,,,,,,,,,,,,-21.1518251968,17.8848457166,15.3519555495,-63.1076144082,,,,,,,,,,,,,,,,,,,,,,,,
486,97.0,0.0,1000.0,1.0,1000.0,486000.0,0.09999999999999999,,,0.0,1027.2542979717255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,97.0,0.0,2000.0,2.0,1000.0,487000.0,0.09999999999999999,-198.37418852664032,-198.37418852664032,0.0,1028.3671503067017,260.0180730663557,260.0180730663557,0.0,,,,,,,,,,,,,-18.5682849879,6.14316082812,1.13623778046,-30.5855028235,,,,,,,,,,,,,,,,,,,,,,,,
488,97.0,0.0,3000.0,3.0,1000.0,488000.0,0.09999999999999999,,,0.0,1030.641077041626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,97.0,0.0,4000.0,4.0,1000.0,489000.0,0.09999999999999999,-237.68040429536288,-237.68040429536288,0.0,1031.7649886608124,305.03306390588915,305.03306390588915,0.0,,,,,,,,,,,,,-21.8242310126,7.97649163355,0.521719792584,-39.8437748719,,,,,,,,,,,,,,,,,,,,,,,,
490,97.0,0.0,5000.0,5.0,1000.0,490000.0,0.09999999999999999,-178.2280957260551,-178.2280957260551,0.0,1032.9565777778625,,,,,,,,,,,,,,,,-17.3989193026,9.70543764299,1.63363128234,-37.0830389401,,,,,,,,,,,,,,,,,,,,,,,,
491,98.0,0.0,1000.0,1.0,1000.0,491000.0,0.09999999999999999,-166.5698845141608,-166.5698845141608,0.0,1036.7956354618073,329.6839886185946,329.6839886185946,0.0,,,,,,,,,,,,,-17.538176298,7.68871142929,8.95557478769,-32.5435772798,,,,,,,,,,,,,,,,,,,,,,,,
492,98.0,0.0,2000.0,2.0,1000.0,492000.0,0.09999999999999999,,,0.0,1039.1791462898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,98.0,0.0,3000.0,3.0,1000.0,493000.0,0.09999999999999999,-202.64571227168113,-202.64571227168113,0.0,1040.5026395320892,275.9097659095474,275.9097659095474,0.0,,,,,,,,,,,,,-20.5240412978,12.0825738245,15.682581378,-45.0102522311,,,,,,,,,,,,,,,,,,,,,,,,
494,98.0,0.0,4000.0,4.0,1000.0,494000.0,0.09999999999999999,,,0.0,1042.915783405304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,98.0,0.0,5000.0,5.0,1000.0,495000.0,0.09999999999999999,-196.1702888456736,-196.1702888456736,0.0,1044.239921092987,321.7012842003596,321.7012842003596,0.0,,,,,,,,,,,,,-19.2365726377,13.3591845877,15.590435342,-39.2702326728,,,,,,,,,,,,,,,,,,,,,,,,
496,99.0,0.0,1000.0,1.0,1000.0,496000.0,0.09999999999999999,,,0.0,1048.4333221912384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,99.0,0.0,2000.0,2.0,1000.0,497000.0,0.09999999999999999,-152.52826499373253,-152.52826499373253,0.0,1049.7414484024048,324.9731082465923,324.9731082465923,0.0,,,,,,,,,,,,,-14.7428759451,8.22048655584,7.54955010765,-32.9897516062,,,,,,,,,,,,,,,,,,,,,,,,
498,99.0,0.0,3000.0,3.0,1000.0,498000.0,0.09999999999999999,,,0.0,1051.8652267456055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
